Word,C1,C2,C3,C4,Frequency
动工,动,工,NA,NA,0.682
生路,生,路,NA,NA,0.8895
餐车,餐,车,NA,NA,1.0526
快速,快,速,NA,NA,25.2632
没命,没,命,NA,NA,2.1942
巡抚,巡,抚,NA,NA,0.1408
弹片,弹,片,NA,NA,0.5708
淹,淹,NA,NA,NA,2.8762
灰色,灰,色,NA,NA,15.7005
恼恨,恼,恨,NA,NA,0.0297
反映,反,映,NA,NA,10.9044
纳福,纳,福,NA,NA,1.0823
异族,异,族,NA,NA,0.2669
时调,时,调,NA,NA,0.0445
交谈,交,谈,NA,NA,9.1253
野兽,野,兽,NA,NA,5.9155
小米,小,米,NA,NA,7.828
渡口,渡,口,NA,NA,0.9044
稿件,稿,件,NA,NA,0.4967
减慢,减,慢,NA,NA,0.9859
肉票,肉,票,NA,NA,0.0445
佩,佩,NA,NA,NA,1.6383
通俗,通,俗,NA,NA,1.7569
减负,减,负,NA,NA,0.4374
悬,悬,NA,NA,NA,5.0111
并吞,并,吞,NA,NA,0.0519
吊车,吊,车,NA,NA,0.897
旨,旨,NA,NA,NA,1.3121
严寒,严,寒,NA,NA,11.8829
笃信,笃,信,NA,NA,0.3336
男生,男,生,NA,NA,66.7309
奸淫,奸,淫,NA,NA,0.1631
灰烬,灰,烬,NA,NA,1.5938
山川,山,川,NA,NA,0.8747
手法,手,法,NA,NA,8.1987
深夜,深,夜,NA,NA,32.1201
舆论,舆,论,NA,NA,4.3291
针眼,针,眼,NA,NA,0.7042
班机,班,机,NA,NA,2.5278
深入,深,入,NA,NA,11.7494
杏仁,杏,仁,NA,NA,7.954
幕府,幕,府,NA,NA,0.6597
赏识,赏,识,NA,NA,2.2016
泻药,泻,药,NA,NA,0.7042
莫如,莫,如,NA,NA,0.4003
供奉,供,奉,NA,NA,0.9414
黄花,黄,花,NA,NA,1.3047
借据,借,据,NA,NA,0.1038
松子,松,子,NA,NA,3.6694
门下,门,下,NA,NA,0.4077
价,价,NA,NA,NA,48.384
录像,录,像,NA,NA,14.2031
采油,采,油,NA,NA,0.1334
米糠,米,糠,NA,NA,0.0445
馏,馏,NA,NA,NA,0.0371
下人,下,人,NA,NA,0.5782
粮,粮,NA,NA,NA,7.3017
纯洁,纯,洁,NA,NA,15.4633
下乡,下,乡,NA,NA,2.6612
覆,覆,NA,NA,NA,1.2083
一连,一,连,NA,NA,2.0682
无心,无,心,NA,NA,11.0749
惬意,惬,意,NA,NA,34.4922
废止,废,止,NA,NA,0.1927
图形,图,形,NA,NA,2.2313
注解,注,解,NA,NA,0.4818
巨额,巨,额,NA,NA,2.3647
法盲,法,盲,NA,NA,0.126
洗劫,洗,劫,NA,NA,0.9859
雷霆,雷,霆,NA,NA,2.6242
惊雷,惊,雷,NA,NA,0.2743
门口,门,口,NA,NA,38.4952
一共,一,共,NA,NA,13.8918
面世,面,世,NA,NA,0.6597
弟媳,弟,媳,NA,NA,0.5411
兼,兼,NA,NA,NA,10.3855
盐滩,盐,滩,NA,NA,0.0222
哄抢,哄,抢,NA,NA,0.2817
不良,不,良,NA,NA,19.7702
剂型,剂,型,NA,NA,0.0815
借方,借,方,NA,NA,0.0371
树立,树,立,NA,NA,3.6916
姣,姣,NA,NA,NA,0.0519
责问,责,问,NA,NA,0.5189
地波,地,波,NA,NA,0.0297
独到,独,到,NA,NA,1.4233
大举,大,举,NA,NA,0.2817
假借,假,借,NA,NA,0.3336
返修,返,修,NA,NA,0.0964
近乎,近,乎,NA,NA,3.321
烧碱,烧,碱,NA,NA,0.0297
一旁,一,旁,NA,NA,5.9229
左边,左,边,NA,NA,15.7598
表皮,表,皮,NA,NA,2.9429
人才,人,才,NA,NA,27.8354
民国,民,国,NA,NA,10.1334
镇静,镇,静,NA,NA,3.5285
正切,正,切,NA,NA,0.0297
蛇,蛇,NA,NA,NA,26.3751
川军,川,军,NA,NA,0.0593
百科,百,科,NA,NA,6.4566
奔流,奔,流,NA,NA,0.7042
改变,改,变,NA,NA,194.2995
摩挲,摩,挲,NA,NA,0.1112
禀告,禀,告,NA,NA,0.0741
降生,降,生,NA,NA,1.0526
召见,召,见,NA,NA,0.3113
方案,方,案,NA,NA,15.997
轻骑,轻,骑,NA,NA,0.0964
脊柱,脊,柱,NA,NA,1.3714
正德,正,德,NA,NA,0.089
方法,方,法,NA,NA,112.9207
过载,过,载,NA,NA,0.4003
转弯,转,弯,NA,NA,6.3158
营建,营,建,NA,NA,0.0815
尹,尹,NA,NA,NA,1.4529
采买,采,买,NA,NA,0.2001
龙套,龙,套,NA,NA,1.364
配方,配,方,NA,NA,4.8184
分身,分,身,NA,NA,1.4455
公道,公,道,NA,NA,3.4396
英姿,英,姿,NA,NA,5.5226
不合,不,合,NA,NA,0.7116
自豪,自,豪,NA,NA,13.699
四肢,四,肢,NA,NA,1.1638
拼命,拼,命,NA,NA,23.6768
古旧,古,旧,NA,NA,0.252
尾气,尾,气,NA,NA,1.1045
消夜,消,夜,NA,NA,0.7339
尘土,尘,土,NA,NA,3.3506
焉,焉,NA,NA,NA,1.1861
关怀,关,怀,NA,NA,28.725
八节,八,节,NA,NA,0.0445
愠色,愠,色,NA,NA,0.0519
简约,简,约,NA,NA,13.1875
新区,新,区,NA,NA,3.3284
论据,论,据,NA,NA,0.6968
碧,碧,NA,NA,NA,4.7887
忧愁,忧,愁,NA,NA,6.768
饭量,饭,量,NA,NA,1.0082
截获,截,获,NA,NA,0.7116
阴冷,阴,冷,NA,NA,4.5441
学名,学,名,NA,NA,0.8228
良方,良,方,NA,NA,1.4233
美感,美,感,NA,NA,4.1364
毒蛇,毒,蛇,NA,NA,1.5122
光斑,光,斑,NA,NA,0.0815
迷离,迷,离,NA,NA,5.0111
花草,花,草,NA,NA,3.4989
谓,谓,NA,NA,NA,8.2357
发电,发,电,NA,NA,1.9718
蓬松,蓬,松,NA,NA,1.7346
命脉,命,脉,NA,NA,0.2595
粤语,粤,语,NA,NA,50.3484
跪,跪,NA,NA,NA,14.129
大漠,大,漠,NA,NA,0.8525
交错,交,错,NA,NA,3.7213
憨,憨,NA,NA,NA,0.2743
吸引,吸,引,NA,NA,35.8488
改装,改,装,NA,NA,4.3069
迎头,迎,头,NA,NA,0.3113
披散,披,散,NA,NA,0.1186
到手,到,手,NA,NA,11.5567
平添,平,添,NA,NA,1.0304
挥动,挥,动,NA,NA,0.6894
兴办,兴,办,NA,NA,0.0297
取得,取,得,NA,NA,32.1349
敌后,敌,后,NA,NA,0.1927
增殖,增,殖,NA,NA,0.1186
拾荒,拾,荒,NA,NA,0.3706
甜食,甜,食,NA,NA,3.788
历年,历,年,NA,NA,1.8681
锁定,锁,定,NA,NA,11.0378
分管,分,管,NA,NA,0.3262
引渡,引,渡,NA,NA,0.6004
确,确,NA,NA,NA,8.7324
中原,中,原,NA,NA,2.8095
农庄,农,庄,NA,NA,1.8013
暖气,暖,气,NA,NA,10.4522
转录,转,录,NA,NA,0.4299
度量,度,量,NA,NA,0.897
充军,充,军,NA,NA,0.0148
放哨,放,哨,NA,NA,0.5411
心计,心,计,NA,NA,16.8199
存在,存,在,NA,NA,94.722
共处,共,处,NA,NA,1.4455
皮尺,皮,尺,NA,NA,0.0519
没劲,没,劲,NA,NA,10.6301
频段,频,段,NA,NA,0.3113
形体,形,体,NA,NA,0.7413
狂笑,狂,笑,NA,NA,1.0304
唢呐,唢,呐,NA,NA,0.2076
有如,有,如,NA,NA,1.4233
工友,工,友,NA,NA,0.4744
张力,张,力,NA,NA,1.3788
狂风,狂,风,NA,NA,2.3795
近代,近,代,NA,NA,0.897
威严,威,严,NA,NA,0.9266
踪,踪,NA,NA,NA,1.4752
料理,料,理,NA,NA,11.6457
神父,神,父,NA,NA,13.9362
空军,空,军,NA,NA,5.1371
破译,破,译,NA,NA,1.1787
壮年,壮,年,NA,NA,0.5486
事物,事,物,NA,NA,26.5308
鸬鹚,鸬,鹚,NA,NA,0.0964
避风,避,风,NA,NA,1.0378
机床,机,床,NA,NA,0.2743
铲车,铲,车,NA,NA,0.1779
威武,威,武,NA,NA,9.192
不善,不,善,NA,NA,0.6894
暴风,暴,风,NA,NA,3.5953
合叶,合,叶,NA,NA,0.0445
军纪,军,纪,NA,NA,0.126
失调,失,调,NA,NA,3.5063
芋头,芋,头,NA,NA,2.4092
猛然,猛,然,NA,NA,4.2031
补办,补,办,NA,NA,1.705
虚幻,虚,幻,NA,NA,6.553
局面,局,面,NA,NA,7.1831
郝,郝,NA,NA,NA,1.1787
现时,现,时,NA,NA,0.9118
等同,等,同,NA,NA,0.7858
烫伤,烫,伤,NA,NA,2.9503
兽,兽,NA,NA,NA,13.3951
心火,心,火,NA,NA,0.4151
写生,写,生,NA,NA,0.7339
廉政,廉,政,NA,NA,1.364
烤,烤,NA,NA,NA,39.533
优,优,NA,NA,NA,9.7257
阴部,阴,部,NA,NA,0.6597
相继,相,继,NA,NA,1.9274
爆满,爆,满,NA,NA,3.232
心底,心,底,NA,NA,19.103
补课,补,课,NA,NA,8.5841
灯塔,灯,塔,NA,NA,2.424
恭候,恭,候,NA,NA,1.5419
它们,它,们,NA,NA,109.7628
遏制,遏,制,NA,NA,1.364
盛开,盛,开,NA,NA,6.4715
犀牛,犀,牛,NA,NA,1.8087
习性,习,性,NA,NA,0.7561
旌旗,旌,旗,NA,NA,0.1038
海米,海,米,NA,NA,0.6449
带领,带,领,NA,NA,26.5827
景气,景,气,NA,NA,0.8525
广告,广,告,NA,NA,82.2832
光源,光,源,NA,NA,0.8302
郊游,郊,游,NA,NA,1.1861
阻击,阻,击,NA,NA,0.8525
梳头,梳,头,NA,NA,1.8829
户,户,NA,NA,NA,12.8095
嗡,嗡,NA,NA,NA,0.126
主导,主,导,NA,NA,2.9281
挂心,挂,心,NA,NA,0.4003
解气,解,气,NA,NA,0.9044
钉锤,钉,锤,NA,NA,0.0222
慈,慈,NA,NA,NA,3.5656
病原,病,原,NA,NA,0.1112
支撑,支,撑,NA,NA,11.8087
稍息,稍,息,NA,NA,0.6746
远行,远,行,NA,NA,3.106
卖艺,卖,艺,NA,NA,1.0897
獒,獒,NA,NA,NA,0.1038
运转,运,转,NA,NA,5.4188
蔗糖,蔗,糖,NA,NA,0.3558
包袱,包,袱,NA,NA,7.8725
苦寒,苦,寒,NA,NA,0.1483
采掘,采,掘,NA,NA,0.0519
改口,改,口,NA,NA,0.8451
通信,通,信,NA,NA,5.9007
橱,橱,NA,NA,NA,0.3039
潜血,潜,血,NA,NA,0.0519
良好,良,好,NA,NA,22.6019
排查,排,查,NA,NA,0.8154
遥控,遥,控,NA,NA,4.0845
牵就,牵,就,NA,NA,0.0297
官邸,官,邸,NA,NA,0.5856
瘫子,瘫,子,NA,NA,0.0445
有效,有,效,NA,NA,38.6434
献宝,献,宝,NA,NA,0.1112
乏,乏,NA,NA,NA,2.0608
无愧,无,愧,NA,NA,1.1638
酗酒,酗,酒,NA,NA,4.7146
腹腔,腹,腔,NA,NA,0.4522
联谊,联,谊,NA,NA,1.2083
科班,科,班,NA,NA,0.3336
针线,针,线,NA,NA,0.7042
赎金,赎,金,NA,NA,2.1201
肚脐,肚,脐,NA,NA,1.6308
化学,化,学,NA,NA,18.6657
浪人,浪,人,NA,NA,2.6242
午前,午,前,NA,NA,0.0593
预计,预,计,NA,NA,17.576
粘连,粘,连,NA,NA,0.5337
甲醛,甲,醛,NA,NA,1.6679
警觉,警,觉,NA,NA,1.3121
班组,班,组,NA,NA,0.252
崭新,崭,新,NA,NA,7.0497
轻便,轻,便,NA,NA,1.1787
刻意,刻,意,NA,NA,13.5804
克星,克,星,NA,NA,4.2402
爱恋,爱,恋,NA,NA,6.5901
豪客,豪,客,NA,NA,0.7784
缝纫,缝,纫,NA,NA,0.5708
坚守,坚,守,NA,NA,12.6538
年岁,年,岁,NA,NA,1.4307
热身,热,身,NA,NA,2.891
山峡,山,峡,NA,NA,0.0445
长生,长,生,NA,NA,0.3484
泄漏,泄,漏,NA,NA,3.3506
入境,入,境,NA,NA,2.0237
逆行,逆,行,NA,NA,1.1787
中卫,中,卫,NA,NA,0.6153
冷宫,冷,宫,NA,NA,0.5782
婊,婊,NA,NA,NA,0.1483
荣升,荣,升,NA,NA,0.8302
兵役,兵,役,NA,NA,0.7339
获准,获,准,NA,NA,0.7339
龟裂,龟,裂,NA,NA,0.3558
铺陈,铺,陈,NA,NA,0.2001
了解,了,解,NA,NA,146.8569
协会,协,会,NA,NA,12.5574
考察,考,察,NA,NA,4.1512
烟鬼,烟,鬼,NA,NA,0.4299
剧务,剧,务,NA,NA,0.0815
涉猎,涉,猎,NA,NA,0.2743
场地,场,地,NA,NA,5.3002
日渐,日,渐,NA,NA,3.0319
成效,成,效,NA,NA,3.8251
硝化,硝,化,NA,NA,0.341
唾骂,唾,骂,NA,NA,0.2298
误区,误,区,NA,NA,4.3143
稻子,稻,子,NA,NA,0.1186
受孕,受,孕,NA,NA,0.8821
有感,有,感,NA,NA,2.9948
留驻,留,驻,NA,NA,0.3558
手背,手,背,NA,NA,1.49
不愧,不,愧,NA,NA,7.1609
水蛇,水,蛇,NA,NA,0.1112
路途,路,途,NA,NA,8.169
城府,城,府,NA,NA,1.6012
被子,被,子,NA,NA,28.3247
丘脑,丘,脑,NA,NA,0.1038
烤火,烤,火,NA,NA,3.1282
街坊,街,坊,NA,NA,1.7346
渣,渣,NA,NA,NA,4.1883
组建,组,建,NA,NA,2.98
吵架,吵,架,NA,NA,43.4099
牲畜,牲,畜,NA,NA,1.0082
翻阅,翻,阅,NA,NA,1.3714
后,后,NA,NA,NA,898.0282
外胎,外,胎,NA,NA,0.0593
动产,动,产,NA,NA,0.0593
尽兴,尽,兴,NA,NA,6.768
瞬,瞬,NA,NA,NA,0.8747
出处,出,处,NA,NA,3.7806
倍数,倍,数,NA,NA,0.3781
雾气,雾,气,NA,NA,2.9059
大将,大,将,NA,NA,0.8302
都,都,NA,NA,NA,5837.0719
狭义,狭,义,NA,NA,0.2817
置业,置,业,NA,NA,1.0304
提要,提,要,NA,NA,8.3321
烟具,烟,具,NA,NA,0.0297
歌颂,歌,颂,NA,NA,1.3047
汗毛,汗,毛,NA,NA,0.7487
拟,拟,NA,NA,NA,4.6108
次数,次,数,NA,NA,10.9637
笔名,笔,名,NA,NA,0.5263
走路,走,路,NA,NA,27.0348
年假,年,假,NA,NA,5.7005
初一,初,一,NA,NA,107.5093
杭,杭,NA,NA,NA,2.6835
定价,定,价,NA,NA,1.4752
去,去,NA,NA,NA,3595.5967
心血,心,血,NA,NA,5.9303
不测,不,测,NA,NA,0.897
俊,俊,NA,NA,NA,0.897
银河,银,河,NA,NA,4.3365
修辞,修,辞,NA,NA,0.682
其它,其,它,NA,NA,32.387
乖巧,乖,巧,NA,NA,3.0245
面条,面,条,NA,NA,12.8021
溃散,溃,散,NA,NA,0.0593
拱桥,拱,桥,NA,NA,0.1408
庄,庄,NA,NA,NA,1.9496
掌印,掌,印,NA,NA,0.1853
输电,输,电,NA,NA,0.1927
贫苦,贫,苦,NA,NA,0.4151
广泛,广,泛,NA,NA,5.6635
毯,毯,NA,NA,NA,0.8006
生病,生,病,NA,NA,40.8821
步子,步,子,NA,NA,1.1638
悴,悴,NA,NA,NA,0.0222
恶性,恶,性,NA,NA,3.106
鸟瞰,鸟,瞰,NA,NA,0.5337
忠心,忠,心,NA,NA,2.387
肋,肋,NA,NA,NA,0.9859
外路,外,路,NA,NA,0.0593
毅然,毅,然,NA,NA,1.7272
时髦,时,髦,NA,NA,8.258
蛋清,蛋,清,NA,NA,2.5352
樊笼,樊,笼,NA,NA,0.0741
德比,德,比,NA,NA,9.8888
澈,澈,NA,NA,NA,0.3039
自古,自,古,NA,NA,3.8992
机关,机,关,NA,NA,10
昴,昴,NA,NA,NA,0.0519
展期,展,期,NA,NA,0.089
童星,童,星,NA,NA,1.0897
感,感,NA,NA,NA,61.7939
利弊,利,弊,NA,NA,1.0007
觊觎,觊,觎,NA,NA,0.9785
顺心,顺,心,NA,NA,19.7924
吊灯,吊,灯,NA,NA,1.4752
失业,失,业,NA,NA,6.7976
本意,本,意,NA,NA,2.5426
漫游,漫,游,NA,NA,4.1438
同化,同,化,NA,NA,1.06
条理,条,理,NA,NA,1.4307
蛋,蛋,NA,NA,NA,61.06
壮健,壮,健,NA,NA,0.0741
熟人,熟,人,NA,NA,7.576
中风,中,风,NA,NA,2.891
整,整,NA,NA,NA,147.0645
产权,产,权,NA,NA,2.0904
招风,招,风,NA,NA,0.2817
抚爱,抚,爱,NA,NA,0.0519
平民,平,民,NA,NA,8.4136
信步,信,步,NA,NA,0.4225
隐喻,隐,喻,NA,NA,0.7339
视力,视,力,NA,NA,8.2654
马路,马,路,NA,NA,25.8191
融洽,融,洽,NA,NA,3.4766
机构,机,构,NA,NA,26.1898
履,履,NA,NA,NA,0.1038
脏话,脏,话,NA,NA,5.7079
分成,分,成,NA,NA,5.0852
视角,视,角,NA,NA,3.9585
愚蠢,愚,蠢,NA,NA,28.043
焖,焖,NA,NA,NA,0.5486
海蟹,海,蟹,NA,NA,0.2595
裤子,裤,子,NA,NA,36.8199
事实,事,实,NA,NA,79.1401
小户,小,户,NA,NA,0.0222
消暑,消,暑,NA,NA,1.1638
山崩,山,崩,NA,NA,0.2891
捷径,捷,径,NA,NA,5.4114
怕事,怕,事,NA,NA,0.2743
驳,驳,NA,NA,NA,0.8747
守法,守,法,NA,NA,0.8228
韶,韶,NA,NA,NA,0.0371
虫害,虫,害,NA,NA,0.1186
飞人,飞,人,NA,NA,1.1564
即将,即,将,NA,NA,61.5345
指环,指,环,NA,NA,1.4381
受审,受,审,NA,NA,1.1935
搅乱,搅,乱,NA,NA,1.0007
报幕,报,幕,NA,NA,0.2372
翻车,翻,车,NA,NA,1.0971
质变,质,变,NA,NA,0.5189
枯坐,枯,坐,NA,NA,0.1483
交战,交,战,NA,NA,1.2676
做爱,做,爱,NA,NA,10.1557
企管,企,管,NA,NA,0.0815
走道,走,道,NA,NA,1.0156
钢,钢,NA,NA,NA,8.0875
工作,工,作,NA,NA,550.2595
缓解,缓,解,NA,NA,15.9377
惊骇,惊,骇,NA,NA,0.1483
钻探,钻,探,NA,NA,0.3632
摄政,摄,政,NA,NA,0.1334
如数,如,数,NA,NA,0.2298
旦夕,旦,夕,NA,NA,0.3336
议席,议,席,NA,NA,0.0148
本分,本,分,NA,NA,1.4826
焦躁,焦,躁,NA,NA,2.4463
图解,图,解,NA,NA,1.6901
钢瓶,钢,瓶,NA,NA,0.0148
动怒,动,怒,NA,NA,1.023
咬定,咬,定,NA,NA,0.5263
贮存,贮,存,NA,NA,0.2743
铁锨,铁,锨,NA,NA,0.0297
通话,通,话,NA,NA,14.6479
有方,有,方,NA,NA,0.6375
拗,拗,NA,NA,NA,1.0749
牌,牌,NA,NA,NA,35.8117
催讨,催,讨,NA,NA,0.0222
既,既,NA,NA,NA,148.169
攻打,攻,打,NA,NA,0.7487
高升,高,升,NA,NA,6.6716
开心,开,心,NA,NA,726.6197
贸,贸,NA,NA,NA,0.7784
崛起,崛,起,NA,NA,4.7517
轴心,轴,心,NA,NA,0.1705
创新,创,新,NA,NA,20.4077
望风,望,风,NA,NA,0.467
乳牛,乳,牛,NA,NA,0.1557
信义,信,义,NA,NA,0.7487
儿女,儿,女,NA,NA,8.7769
逃遁,逃,遁,NA,NA,0.0519
鼻子,鼻,子,NA,NA,38.5471
本位,本,位,NA,NA,0.2224
微米,微,米,NA,NA,0.1927
乳腺,乳,腺,NA,NA,1.2454
同岁,同,岁,NA,NA,0.3484
肌肤,肌,肤,NA,NA,30.6746
骑手,骑,手,NA,NA,0.7116
泄恨,泄,恨,NA,NA,0.0815
老者,老,者,NA,NA,1.7717
白天,白,天,NA,NA,49.748
地址,地,址,NA,NA,794.8629
装裱,装,裱,NA,NA,0.2446
冲,冲,NA,NA,NA,78.5767
发抖,发,抖,NA,NA,7.7391
荔枝,荔,枝,NA,NA,6.8347
斗鸡,斗,鸡,NA,NA,0.7635
纵览,纵,览,NA,NA,0.0741
孙子,孙,子,NA,NA,15.7228
家财,家,财,NA,NA,0.8525
古书,古,书,NA,NA,0.2669
标牌,标,牌,NA,NA,0.5782
深,深,NA,NA,NA,128.4507
番号,番,号,NA,NA,0.341
扳手,扳,手,NA,NA,0.934
恶,恶,NA,NA,NA,38.0059
卧底,卧,底,NA,NA,12.1868
配药,配,药,NA,NA,0.2817
植被,植,被,NA,NA,0.6153
棒槌,棒,槌,NA,NA,0.2298
退场,退,场,NA,NA,1.2157
好似,好,似,NA,NA,27.02
增生,增,生,NA,NA,0.9711
高小,高,小,NA,NA,0.0371
伦琴,伦,琴,NA,NA,0.0222
原型,原,型,NA,NA,2.5204
替补,替,补,NA,NA,4.6405
石材,石,材,NA,NA,0.4744
败,败,NA,NA,NA,13.9362
乖,乖,NA,NA,NA,41.831
左轮,左,轮,NA,NA,0.341
卢布,卢,布,NA,NA,0.5634
光头,光,头,NA,NA,5.1816
发誓,发,誓,NA,NA,37.1386
狂,狂,NA,NA,NA,72.4759
奇幻,奇,幻,NA,NA,1.5715
海战,海,战,NA,NA,0.4967
肉麻,肉,麻,NA,NA,3.0022
圪塔,圪,塔,NA,NA,0.0297
快手,快,手,NA,NA,17.2128
黑话,黑,话,NA,NA,0.0815
熏,熏,NA,NA,NA,8.1913
花椒,花,椒,NA,NA,4.47
逛,逛,NA,NA,NA,62.9059
讶,讶,NA,NA,NA,0.0222
超额,超,额,NA,NA,0.6449
苍穹,苍,穹,NA,NA,1.4159
忠诚,忠,诚,NA,NA,17.0645
礼教,礼,教,NA,NA,0.1705
惆怅,惆,怅,NA,NA,8.2357
撒谎,撒,谎,NA,NA,32.1053
退伍,退,伍,NA,NA,1.9199
东瀛,东,瀛,NA,NA,0.3039
推选,推,选,NA,NA,0.3336
转换,转,换,NA,NA,6.5827
粪坑,粪,坑,NA,NA,0.5856
牛痘,牛,痘,NA,NA,0.0519
诅,诅,NA,NA,NA,0.0964
午饭,午,饭,NA,NA,30.5411
哼,哼,NA,NA,NA,22.5945
复活,复,活,NA,NA,12.4907
超常,超,常,NA,NA,1.0526
辛辣,辛,辣,NA,NA,2.1794
医生,医,生,NA,NA,172.298
复杂,复,杂,NA,NA,49.4292
童年,童,年,NA,NA,29.5701
重力,重,力,NA,NA,2.046
获释,获,释,NA,NA,0.3262
近,近,NA,NA,NA,104.7517
翩,翩,NA,NA,NA,0.0297
嘶,嘶,NA,NA,NA,0.2965
教派,教,派,NA,NA,0.6894
网眼,网,眼,NA,NA,0.4448
直,直,NA,NA,NA,107.9244
半点,半,点,NA,NA,3.3062
至少,至,少,NA,NA,108.8213
候鸟,候,鸟,NA,NA,1.3269
基业,基,业,NA,NA,0.3113
同时,同,时,NA,NA,138.1616
尿道,尿,道,NA,NA,0.3929
垮,垮,NA,NA,NA,5.3002
肉身,肉,身,NA,NA,1.0749
澳,澳,NA,NA,NA,14.6701
助阵,助,阵,NA,NA,1.6308
耳朵,耳,朵,NA,NA,37.2276
胸骨,胸,骨,NA,NA,0.593
区划,区,划,NA,NA,0.0815
风铃,风,铃,NA,NA,1.0749
冰球,冰,球,NA,NA,1.7717
头发,头,发,NA,NA,135.493
公关,公,关,NA,NA,4.0919
聚会,聚,会,NA,NA,98.0356
插嘴,插,嘴,NA,NA,1.2305
汶,汶,NA,NA,NA,0.126
倒影,倒,影,NA,NA,2.2016
硬实,硬,实,NA,NA,0.0297
脱节,脱,节,NA,NA,0.8525
穹,穹,NA,NA,NA,0.0815
寄宿,寄,宿,NA,NA,1.6012
血栓,血,栓,NA,NA,0.7487
音像,音,像,NA,NA,0.8821
筒,筒,NA,NA,NA,2.1646
秀才,秀,才,NA,NA,1.1119
压强,压,强,NA,NA,0.1186
一筹,一,筹,NA,NA,0.089
呓语,呓,语,NA,NA,0.5708
科普,科,普,NA,NA,2.1201
编译,编,译,NA,NA,0.4744
前身,前,身,NA,NA,0.7042
落寞,落,寞,NA,NA,5.2706
粗鲁,粗,鲁,NA,NA,4.47
战局,战,局,NA,NA,0.3929
性爱,性,爱,NA,NA,6.9459
特产,特,产,NA,NA,7.6798
白山,白,山,NA,NA,0.2743
退学,退,学,NA,NA,2.3202
方框,方,框,NA,NA,0.0964
上浆,上,浆,NA,NA,0.3706
原由,原,由,NA,NA,0.3632
弘,弘,NA,NA,NA,1.9867
银杏,银,杏,NA,NA,1.1416
并肩,并,肩,NA,NA,3.8251
极刑,极,刑,NA,NA,0.3113
笑脸,笑,脸,NA,NA,13.9288
小偷,小,偷,NA,NA,15.6783
民法,民,法,NA,NA,0.3188
元气,元,气,NA,NA,2.7428
开盘,开,盘,NA,NA,3.8918
灌注,灌,注,NA,NA,0.3706
团子,团,子,NA,NA,2.0015
胆,胆,NA,NA,NA,2.4314
心思,心,思,NA,NA,14.4848
麻烦,麻,烦,NA,NA,102.9577
忍受,忍,受,NA,NA,26.4715
偷情,偷,情,NA,NA,4.129
奸计,奸,计,NA,NA,0.1334
釉子,釉,子,NA,NA,0.0148
简明,简,明,NA,NA,0.3781
高温,高,温,NA,NA,4.2624
停业,停,业,NA,NA,0.7265
处所,处,所,NA,NA,0.1483
恵,恵,NA,NA,NA,0.1408
库伦,库,伦,NA,NA,0.1927
改组,改,组,NA,NA,0.2298
动身,动,身,NA,NA,2.2016
何妨,何,妨,NA,NA,1.7124
面纱,面,纱,NA,NA,1.6457
浓重,浓,重,NA,NA,1.3269
内部,内,部,NA,NA,17.5241
脱水,脱,水,NA,NA,2.0756
咨询,咨,询,NA,NA,14.2995
房钱,房,钱,NA,NA,0.1186
笔会,笔,会,NA,NA,0.089
姥爷,姥,爷,NA,NA,8.2431
榔头,榔,头,NA,NA,0.5337
兵法,兵,法,NA,NA,0.8821
回升,回,升,NA,NA,2.6464
江山,江,山,NA,NA,34.4774
正在,正,在,NA,NA,237.4574
急件,急,件,NA,NA,0.1038
变样,变,样,NA,NA,1.5641
飞眼,飞,眼,NA,NA,0.0815
粉末,粉,末,NA,NA,2.7502
原来,原,来,NA,NA,345.1816
担子,担,子,NA,NA,1.1935
忠于,忠,于,NA,NA,3.0393
分外,分,外,NA,NA,1.9792
些,些,NA,NA,NA,304.2847
扑面,扑,面,NA,NA,1.7198
实惠,实,惠,NA,NA,11.1268
幽思,幽,思,NA,NA,0.0297
打量,打,量,NA,NA,2.4759
约数,约,数,NA,NA,0.0667
发笑,发,笑,NA,NA,2.1497
吻合,吻,合,NA,NA,4.8777
农机,农,机,NA,NA,0.126
怀念,怀,念,NA,NA,69.7776
芸,芸,NA,NA,NA,0.0815
雨布,雨,布,NA,NA,0.0371
富豪,富,豪,NA,NA,6.0341
录放,录,放,NA,NA,0.0148
情怀,情,怀,NA,NA,6.4492
看齐,看,齐,NA,NA,1.3491
代替,代,替,NA,NA,16.9459
实足,实,足,NA,NA,0.3188
炊事,炊,事,NA,NA,0.0964
元年,元,年,NA,NA,0.3336
一举,一,举,NA,NA,95.0704
疯子,疯,子,NA,NA,34.722
开拔,开,拔,NA,NA,0.215
呼哨,呼,哨,NA,NA,0.0297
避暑,避,暑,NA,NA,0.808
退兵,退,兵,NA,NA,0.0667
流程,流,程,NA,NA,5.1149
著名,著,名,NA,NA,32.5945
辛酸,辛,酸,NA,NA,6.0786
雏鸡,雏,鸡,NA,NA,0.0445
病休,病,休,NA,NA,0.0667
射,射,NA,NA,NA,106.9014
误导,误,导,NA,NA,2.8243
检,检,NA,NA,NA,7.1905
派遣,派,遣,NA,NA,1.4529
泪痕,泪,痕,NA,NA,1.1861
攀谈,攀,谈,NA,NA,0.3039
素质,素,质,NA,NA,26.1008
喜好,喜,好,NA,NA,7.1386
义演,义,演,NA,NA,0.3039
任命,任,命,NA,NA,2.5574
理念,理,念,NA,NA,10.1186
